Winner,Afn120207,Age295214,Age775214,Bps030214,Bza010213,Bza110213,Bza115213,Edu635213,Edu685213,Hsd310213,Hsd410213,Hsg010214,Hsg096213,Hsg445213,Hsg495213,Inc110213,Inc910213,Lfe305213,Lnd110210,Man450207,Nes010213,Pop010210,Pop060210,Pop645213,Pop715213,Pop815213,Pst120214,Pvy020213,Rhi225214,Rhi325214,Rhi425214,Rhi525214,Rhi625214,Rhi725214,Rhi825214,Rtn130207,Rtn131207,Sbo001207,Sbo015207,Sbo115207,Sbo215207,Sbo315207,Sbo415207,Sbo515207,Sex255214,Vet605213,Wtn220207
Not John Kasich,60260,17.8,30,8,1039,12604,-0.8,87.6,16.5,2.24,18155,22633,9.4,76.5,120000,35343,21334,17.1,554.28,550061,3042,41513,74.9,1.9,84.9,2.5,-1.6,15.5,0.4,0.7,0.6,0,1.5,2,95.2,486791,11633,4635,22.8,0,0.6,0,0,0,51.8,5725,0
Not John Kasich,295747,27,13,2218,5454,98642,0.5,85.8,28.7,2.74,82150,97542,15.5,68.6,147500,54515,26715,20.1,847.36,0,15567,221339,261.2,10.9,82.4,15.5,9.5,12.2,1.9,1.9,3.4,0.4,2.3,16.2,74.9,2390591,11332,18799,23.7,1.3,2.3,0.9,5.2,0,50.5,16452,0
Not John Kasich,41893,22.6,19.8,12,864,11897,-2.8,85.4,15.4,2.43,15086,16904,9.5,72.6,106400,38506,22160,19.7,590.23,0,2722,36903,62.5,1.3,83.8,2.5,0.8,16.6,0.4,0.8,0.6,0.1,1.8,2.3,94.3,466894,12738,3748,29.3,0,0,0,0,0,50.8,3280,0
Not John Kasich,6240,23.4,18.3,1,250,2621,1.5,76,10.8,2.32,4789,5820,11.3,68.8,62900,30409,19386,20.1,649.23,176955,525,11508,17.7,6.7,89.4,10.2,-3.1,31.3,27.6,1.9,0.5,0,1.6,14.3,56.3,71522,5978,640,0,0,0,0,4.2,0,51.1,765,42794
Not John Kasich,802,18.1,19.8,0,66,435,-2.5,80.5,7.4,2.55,2046,2886,2.5,80,58300,30980,17763,24.9,628.58,0,191,5368,8.5,0,89.1,0.3,-3.1,14.9,22,0.5,0.2,0,1.6,3.9,72.3,17859,3263,0,0,0,0,0,0,0,49.2,391,0
Not John Kasich,53966,22.1,21.1,10,698,8142,-1.8,84.6,17.3,2.47,11019,13568,9.3,73.2,120000,36584,20637,19.1,630.09,0,2444,27446,43.6,6.8,81,13.6,1.1,18.8,0.8,1.3,0.9,0.6,2,14.6,81.1,265358,9728,3078,19.1,0,0,0,0,0,50.7,2961,24110
Not John Kasich,6074,23.2,19.2,6,225,2207,-5.5,74.2,12.6,2.41,4510,5403,9.7,66.3,54700,26201,16538,21.4,644.3,0,551,11800,18.3,3.3,90.1,5,-5.3,33,54.6,0.5,0.5,0,0.9,5.6,39.2,67030,5446,916,25.1,0,0,12.2,0,0,50.8,905,120552
Not John Kasich,32727,19.2,16.1,3,498,6584,2.2,86.2,21.4,2.41,8341,10435,17.1,63.5,86600,32721,17960,19.9,866.07,433867,1246,22995,26.6,2.6,81.2,5.2,-1.8,24.3,24,0.6,0.7,0,1.4,4.4,69.6,247757,10461,1689,26.8,0,0,0,0,0,52.1,1804,0
Not John Kasich,6345,20.4,21.4,3,307,2683,-6.4,76.1,9.5,2.3,6814,8037,8.8,72.6,62400,31502,18509,22.8,639.47,111760,814,16083,25.2,0.9,87.6,1.9,-6,20.2,0.6,0.4,0.2,0,1.3,1.8,95.7,132637,8255,1109,25.2,0,0,0,0,0,51.1,1230,116882
Not John Kasich,29180,19.8,25.4,26,577,5882,-6.2,84.5,16.8,2.47,10286,15849,5,76.9,117900,40246,23044,24.9,553.69,205550,2143,25970,46.9,2,83,2.9,-1.3,15.8,0.5,0.7,0.3,0,1.4,2.6,94.8,282382,11169,3180,27.1,0,0,0,0,0,50.7,3158,54394
Not John Kasich,0,23.4,19.1,0,81,584,1.2,84.8,13.8,2.56,3346,4048,3,77.5,78300,39420,20622,27.4,597.78,0,404,8689,14.5,0.4,94.7,0.9,-2.8,17.7,11.4,0.5,0.1,0,1.3,2.2,84.7,12265,1404,297,0,0,0,0,0,0,51.1,630,1230
Not John Kasich,21775,21.6,16.6,49,596,7538,-2.8,85.4,20.3,2.43,9449,11562,11.6,68.9,78900,35128,19439,16.6,766.05,1164275,1215,24552,32.1,2.9,82.1,4.7,-2.5,25.4,36.2,0.5,0.9,0,1.3,2.7,59.4,197935,8143,1859,23.1,0,0,0,0,0,52,1508,0
Not John Kasich,16218,23.1,18.3,10,409,4894,-2.5,84.5,14.7,2.57,8154,9720,8.4,74,86100,35225,20040,22.2,552.25,432551,1337,21273,38.5,1.9,87.1,4.5,-0.9,24,11.4,0.8,0.6,0,2.1,4,81.5,270351,13074,1876,16.9,0,0,0,0,0,50.9,1534,124901
Not John Kasich,146652,24.9,13,671,2476,38113,0.6,84.9,24.4,2.51,37834,43311,21.1,58.3,120700,41393,23138,17.5,707.21,1830332,7113,96443,136.4,3.7,76.9,5.2,6.3,20.6,14.5,0.6,1.1,0.1,1.6,4.7,78,1440936,15768,8387,0,0,1.2,0,1.3,0,51.3,6727,605938
Not John Kasich,53249,25.1,15.3,43,1061,20016,-0.8,82.2,14.3,2.62,23368,26458,10.4,74.3,102800,39479,19477,22,593.09,847991,3573,61948,104.4,4.1,85.1,6.6,-0.4,20.2,1.6,2.5,1.6,0.1,2.8,6.7,85.6,452539,7666,4489,21.5,1.7,1.1,0,1.8,0,50.7,5321,0
Not John Kasich,65142,27.9,12.1,95,824,13445,1.2,79.1,13.9,2.72,18309,21624,21.5,56.3,99500,37751,19665,20.2,609.76,701251,3542,50902,83.5,1.7,82.3,2.9,-2.7,26.3,51.8,0.4,0.7,0,1.2,2.3,44.1,750517,14399,3399,25.2,0.9,3.4,22.6,0,0,52.6,3541,795836
Not John Kasich,12504,24,17.6,18,359,4100,1.8,79,11.4,2.57,6818,7888,10.4,65.4,78400,38085,18701,23.8,616.38,0,1381,17870,29,0.7,88.6,1.2,-3.6,17.4,22.9,0.3,0.5,0,1.3,1.9,73.3,185706,9970,1589,26.3,0,0,0,0,0,51.4,1189,174748
Not John Kasich,4648,22.3,20.5,1,195,2305,-7.1,82.1,10.2,2.32,3269,4289,8.9,66.4,59200,28931,16838,20.2,667.39,184521,364,8116,12.2,2.5,88.1,3.4,-4.4,19.7,41.3,0.5,0.2,0,1.5,2.7,54.1,79676,9727,459,12.9,0,0,9.6,0,0,51.7,444,10852
Not John Kasich,9790,25.6,17.1,7,312,3412,1,76.9,12.7,2.39,5305,6306,17.3,55.9,55100,28680,19822,21.5,768.15,400820,732,13008,16.9,1.8,89.1,4.1,-5.7,30.1,47.9,0.4,0.4,0.1,1,4.8,46.6,119201,8691,840,27.4,0,0,0,0,0,53.2,754,230922
Not John Kasich,19657,22.4,16.1,4,405,4478,-0.9,81.3,19.1,2.37,7496,8481,13.4,61.2,83300,31171,17057,20.8,828.36,156135,1006,18509,22.3,1.9,85.9,3.4,0.6,28.5,28,0.4,0.9,0,1.1,2.9,67,198993,10645,1460,0,0,0,6.4,0,0,51.2,983,87552
Not John Kasich,137881,23.9,11.2,341,2439,35228,-1.6,89.4,27.2,2.62,42413,48849,19.6,65.2,137800,50314,24401,24.2,647.88,1587628,7738,113237,174.8,2.9,81.8,4.8,6.7,14.6,11.3,0.7,1.2,0.1,2,4.1,81.1,1227650,11730,9464,24.4,0,0.7,4.5,3.6,0,51.1,8027,266098
Not John Kasich,10416,23.6,18,0,278,3424,1.1,82.1,12.4,2.61,6769,8024,3.4,74,93000,36766,19135,25,608.86,327694,1025,18125,29.8,0.8,85,1.8,-1.8,20.5,0.9,1.3,0.9,0.1,1.6,3,92.5,140227,7748,1139,19.6,0,0,0,0,0,50.5,1643,3128
Not John Kasich,5299,20.4,25.4,1,162,1460,-4.5,83.7,10,2.35,5140,6762,4.3,78.1,88200,35522,19326,25.5,618.19,0,790,12245,19.8,1.1,83.2,1.5,-1,18.7,0.6,0.7,0.3,0,1.6,1.2,95.8,42434,3598,1047,21.9,0,0,0,0,0,50.5,1358,8179
Not John Kasich,203277,20.9,21.7,43,2696,32235,-0.3,86.8,20.9,2.37,39881,50542,17.2,68.6,130500,39162,23170,21.7,677.78,661675,7724,96024,141.7,3.6,83.5,5.6,1.4,20.7,8.5,0.7,0.8,0.1,2.3,5.3,82.9,1443438,14958,10369,22.8,0.9,0,2,2.3,0,51.7,10575,0
Not John Kasich,10188,23.5,16.1,9,274,2876,2.8,84.9,17.6,2.59,6855,7837,4.7,77.8,100800,49004,23239,29.9,631.81,489875,1155,17853,28.3,1.9,90.3,3.1,1.6,9.9,2.8,0.5,0.4,0,1.4,2.6,92.7,107622,6148,1696,25.4,0,0,0,0,0,50.3,1594,48526
Not John Kasich,37645,24.6,15,193,767,15717,6.3,82.8,14.7,2.53,16603,18439,15.1,63.3,99100,38413,19652,20.4,577.7,1434062,2718,42090,72.9,1.1,81.6,2.5,3.8,17.1,0.9,0.5,0.3,0,1.4,2.7,94.5,373077,9257,3205,25.4,0,0,0,0,0,50.8,3801,0
Not John Kasich,21236,26.4,16.3,3,386,6036,-9.3,81.7,14.1,2.67,8296,10423,9.5,68,73100,32056,17376,19.7,727.52,0,1060,22609,31.1,5.7,87.6,10.3,-1.2,27.4,29.9,0.7,0.5,0.1,1.9,12.6,55.3,204433,8807,1578,25.9,0,0,0,0,0,51.6,1556,32782
Not John Kasich,16843,21.6,17.2,0,472,5876,-3.7,83.4,12.3,2.58,12231,14283,4.8,72.5,81300,41193,19286,27.7,615.2,858460,1793,32923,53.5,0.9,87.8,1.7,1.4,14.2,11.6,0.6,0.4,0.1,1.8,3.3,82.7,207424,6511,2636,23.8,0,0,0,0,0,48.1,3202,77002
Not John Kasich,9151,26.1,16.9,3,300,5881,-1,76,12,2.6,5208,6236,7.9,63.3,74500,35879,18707,18.7,588.55,1081066,740,13789,23.4,6.2,88.8,12.4,-2.1,23.2,20.9,1,0.7,0.1,1.4,11,65.7,160839,11402,955,0,0,0,0,0,0,51.3,875,45101
Not John Kasich,34685,24,17,48,779,13970,-8.9,82.5,14.4,2.46,14544,16260,6.8,70.6,88900,35026,20289,19.7,763.95,920041,2431,36647,48,3.6,83.4,4.3,0.9,23.7,2.3,0.7,0.8,0.2,1.5,5.9,89.3,384242,11132,3110,26.3,0,0,0,0.8,0,51.3,2826,174997
Not John Kasich,3275,18.2,25,3,206,1988,3.2,79.8,11.7,2.26,5682,7214,4.5,78,73900,30661,18040,23.4,580.58,0,847,13696,23.6,2.3,86.6,2.5,-1.5,18.7,1.8,1.1,0.3,0,1.4,1.9,93.8,104699,8035,0,0,0,0,0,0,0,47.6,1605,0
Not John Kasich,9669,20.4,16.7,5,327,3890,1.9,75.6,8.8,2.28,6541,7589,11.4,67.2,56500,30284,15609,19.1,633.94,0,842,17997,28.4,0.8,79.1,1.7,-2.6,28.4,17.6,0.7,0.4,0.1,1.6,2.9,77.1,190887,11203,1110,17,0,0,0,0,0,50.3,1352,95424
Not John Kasich,87074,23.3,15.1,55,1371,21243,-3.4,83,17.5,2.47,28367,33242,14.8,64.5,81100,37140,19353,21.3,870.75,0,3802,77435,88.9,1.4,85.1,3.1,-6.6,23.9,55.5,0.4,0.9,0.1,1.3,1.9,40.3,867380,10922,4083,25.6,0,2.9,28.1,0,0,50.8,5858,0
Not John Kasich,20545,24.8,15.8,3,394,7204,-4.5,79.7,14.7,2.49,10046,11351,11.9,66.2,88700,31003,19366,20.5,659.8,546790,1376,25540,38.7,6.3,86.2,12.1,1.8,20.1,2.1,1.2,1.2,0.1,1.9,13.5,81.1,196775,7942,2100,28.6,0,0,0,0,0,50.3,1887,44214
Not John Kasich,1519,20.2,21.5,0,111,780,0.8,77.5,10.7,2.7,2722,4342,6.5,72.7,52200,29732,17212,24.9,528.27,0,321,7645,14.5,0.7,89.7,1.2,-7,24.1,37.1,0.4,0.5,0,1,2,59.7,32850,4257,0,0,0,0,0,0,0,51.7,534,0
Not John Kasich,9250,22.6,19.3,3,274,2790,-1,77.4,10.4,2.52,6580,7979,8.7,70.7,59800,32239,15971,25.1,587.61,0,1154,17415,29.6,0.6,88.8,1.4,-2.8,25.4,1,0.5,0.2,0,1.2,1.3,96,163661,9703,1434,24.1,0,0,0,0,0,50.5,1443,57963
Not John Kasich,2793,19.6,16.7,0,127,907,-5.1,70.1,7.1,2.54,3491,4364,14.8,57,54700,25034,12529,20.4,602.62,0,643,10424,17.3,0.8,87.7,1,-5.4,31.5,54.2,0.6,0.5,0,1.6,2.7,41,35796,3345,532,23.7,0,0,0,0,0,44,485,84657
Not John Kasich,0,17.8,13.5,0,155,1636,6.9,73.5,7.9,2.53,4188,4858,7.1,69.7,59300,32697,15023,26.2,561.52,0,575,14134,25.2,1.5,88.2,3.3,-1.2,27,30.3,0.4,0.3,0,1.2,3.6,64.8,57549,4202,586,32.8,0,0,0,0,0,38.9,901,0
Not John Kasich,6101,22.2,19.5,1,162,2713,0,83.4,10.6,2.41,5315,6446,8,78,80900,39673,19880,23.4,532.25,0,598,13171,24.7,1.4,84.9,3,-4.8,14,19.7,1.9,0.4,0,2.2,3.1,73.3,88228,6846,863,21.4,0,0,0,0,0,50.9,1218,13527
Not John Kasich,10022,22.4,19.2,8,377,4054,3.7,81.3,11.7,2.63,8233,10125,6,75.4,81100,34996,19046,26,708.13,692089,1218,22353,31.6,1.2,84.9,2.6,-1.8,17.6,1.5,1.2,1.9,0,1.7,2.7,91.4,178072,7855,1924,0,0,0,0,0,0,50.2,2058,0
Not John Kasich,46387,26.4,12.6,263,1002,10181,2.7,86.7,18.2,2.74,25052,28618,9.3,73.2,120600,52582,23218,25.6,770.73,0,4220,68356,88.7,2.1,85.3,2.5,4.7,13.2,6.2,0.7,0.9,0.1,1.8,4,86.8,497238,7821,5253,21.5,0,0.7,4.1,2.2,0,50.5,7426,161592
Not John Kasich,3245,23.5,17.5,0,189,2422,1.7,76.6,10.3,2.58,6048,7485,3.1,76.5,92800,35771,18754,29.6,834.26,0,1237,15717,18.8,2.3,88.3,4.7,0.1,22.6,0.4,1.7,0.8,0.4,1.6,5.4,90.4,114683,7381,1202,0,0,0,0,0,0,49.9,1279,0
Not John Kasich,8605,17.3,26.8,2,213,3002,2.6,83.6,12.9,2.34,7036,9333,5.1,79.5,92700,34494,18188,24.1,597.01,350144,1165,16653,27.9,2.4,88.5,1.9,-1.7,18.9,0.4,0.9,0.3,0.1,1.8,2.3,94.6,87884,5291,2094,0,0,0,0,0,0,50.3,2267,0
Not John Kasich,43650,24.1,15.2,37,704,10926,-3.1,85.1,13.9,2.49,16950,19415,19.2,67.2,92900,41319,20636,20.2,625.58,712872,2423,43462,69.5,0.9,80.8,3.2,-0.1,19.5,25.1,0.8,0.6,0.1,1.8,3.1,69.3,407683,9503,3160,18.9,0,1.1,11.3,0,0,50.8,3406,0
Not John Kasich,45822,26.7,13.4,30,836,17787,17,77.8,13,2.64,17058,20506,17.3,58.8,75300,36428,18905,18.2,900.57,5010206,2083,46480,51.6,1.8,82.1,4.2,-4.8,24.9,34.9,0.5,0.5,0,1.3,4,59.4,421872,9051,2231,28.9,0,0,13.4,0,0,51.3,3002,0
Not John Kasich,8190,21.2,20.3,1,197,1723,1.4,75.3,11.3,2.33,3393,4432,14.6,63.5,52200,27263,16939,19.5,607.12,0,534,8149,13.4,0.8,87.6,1.5,-7,28.8,40.3,0.7,0.6,0,1.7,2.2,55.1,82241,9599,832,0,0,0,0,0,0,52.5,629,64682
Not John Kasich,18197,19.2,25.4,0,141,920,2.6,82.3,12.9,2.39,3873,5747,3.2,79.8,76400,31345,19021,25.9,779.88,0,740,9487,12.2,1.7,86.1,3.8,-4.3,22,0.6,1.3,0.7,0,2.3,3.6,92.3,32370,3570,922,0,0,0,0,0,0,50.1,1139,0
Not John Kasich,3228,22.7,19.4,0,123,1948,3.1,82.1,12.8,2.41,3622,4542,5.9,73.1,64600,33694,18695,25.1,617.84,0,471,8997,14.6,1,87,2.7,-3,26.5,30.5,0.5,0.4,0.1,1.6,3.3,64.1,136792,14660,622,0,0,0,0,0,0,50.6,762,0
Not John Kasich,3264,19.5,24.3,1,83,759,15.3,79.8,12.7,2.32,3507,4667,3.3,82.5,74600,30038,17884,37.7,820.9,0,697,8330,10.1,0.8,94.2,0.9,-5.1,23.5,0.3,1.5,0.3,0,2.4,1.8,94,13268,1596,1027,0,0,0,0,0,0,49.5,838,0
Not John Kasich,14614,23,18.3,3,530,7423,-2.4,84.7,15.5,2.36,10733,13067,8.9,66.3,70000,32015,18975,22.7,732.78,0,1292,26120,35.6,1,89.4,1.6,-5,23.1,40.3,0.4,0.5,0.1,1.8,2.2,55.4,185662,7135,2153,0,0,0,13.6,0,0,52.6,2039,0
Not John Kasich,1718,22.1,17.9,1,107,816,0.5,84.6,11.9,2.61,3903,4900,2.5,79.5,77700,42455,22047,34.8,551.4,0,700,10445,18.9,0.8,87.6,0.8,-1.9,15.6,2.2,0.8,0.2,0,2,2.8,92.4,32763,3162,636,0,0,0,0,0,0,50.3,1002,1528
Not John Kasich,13481,27.2,16.3,34,414,4195,1.2,72.8,12,2.52,8339,10163,17.2,54.5,59500,26737,16830,18.3,695.66,0,1419,21757,31.3,0.6,82.1,1.9,-8.4,33.5,61.6,0.4,0.4,0,1.2,1.7,35.6,229411,10468,1791,33.4,0,0,26.7,0,0,53,1271,0
Not John Kasich,6825,22.8,18.6,0,201,1792,5,80.1,13.8,2.55,4325,5569,6.1,73.1,75200,32206,18377,24.1,600.62,0,866,11291,18.8,3.7,84.3,5.5,-2.4,24.8,3.5,1.1,0.7,0,1.5,6.6,87.6,52793,4876,964,15.1,0,0,0,0,0,50.2,862,92105
Not John Kasich,11615,23.7,17.1,9,365,3546,-1.9,73.3,8.6,2.56,9369,10937,12.7,62.5,71300,32089,16919,23.5,758.39,172016,1424,24583,32.4,1.3,81.7,2.3,-1.4,28.1,8,0.3,0.3,0,1.6,2.7,87.5,193122,7762,1682,20.3,0,0,0,0,0,51.4,1835,0
Not John Kasich,14410,23.4,21.7,2,453,5036,-2,85.1,12.3,2.53,8069,10034,5.3,77,82700,32835,19116,20.3,857.68,303468,1461,20662,24.1,2.8,88.1,4.7,-2.1,23.1,0.5,2,0.6,0,2.4,6.4,88.6,176896,8785,1931,22.6,0,0,0,0,0,50.8,2163,47813
Not John Kasich,79437,22.8,14.4,53,1536,23438,0.5,81.9,20.7,2.63,22603,25915,14.2,69.8,110200,40453,19918,19.5,812.55,1436684,3684,61754,76,3.5,83.4,6.9,2.3,19.3,3.2,1,1.2,0.1,2.1,8.4,84.8,919267,15530,5192,21.3,0,0,0,1.8,0,50.1,4459,234454
Not John Kasich,4266,20.2,22,11,157,905,0.3,78.6,9.3,2.26,3737,4493,7.6,72.9,72400,34855,18137,24.4,647.96,0,496,8715,13.4,0.3,90.2,0.8,-4.7,21.2,11.7,0.4,0.1,0,1,1.2,85.7,39496,4481,572,9.3,0,0,0,0,0,50.6,824,28389
Not John Kasich,809950,23.7,13.5,1142,12010,204171,0.7,89.2,31.2,2.47,153720,181406,26.3,60.4,140500,46013,27414,19.8,759.76,5969537,26975,382748,503.8,5.2,83.3,7.9,2.6,17.2,36,0.5,2.2,0.1,2,6,54,6163074,16435,35392,26.7,1.2,2,14.1,2.1,0,52,31984,13418974
Not John Kasich,13904,22.5,19.9,11,325,3500,5.4,80.4,12.3,2.42,7244,8522,7.7,75.3,74100,34418,18871,29.2,652.19,148093,1252,17969,27.6,0.6,85.4,1.6,-2.2,21.8,0.9,0.5,0.4,0,1.3,1.9,95.2,137421,7618,1427,14.2,0,0,0,0,0,50.9,1405,39297
Not John Kasich,81237,23.8,17.1,326,1837,19290,1.5,89.2,23.4,2.62,41287,46701,8,77.7,138600,55348,25962,25.6,723.6,366948,7532,107118,148,2.2,88.4,4.3,8,8.6,6.6,0.6,1.1,0.1,1.4,4.2,86.6,1157723,12137,9517,23.9,0,1.5,1.7,0,0,51,10509,265183
Not John Kasich,3086,23.6,18.7,42,154,2178,0.3,77,11.6,2.55,4324,5183,8.3,73,82100,37448,18934,23,892.32,203046,613,11233,12.6,4.8,85.6,9.4,-4.8,20,0.7,2.3,3.8,0,2.1,7.6,84.3,48651,4308,776,0,0,0,0,0,0,49.6,961,9183
Not John Kasich,2859,20.3,23.6,0,116,1083,3.3,74.1,12,2.43,3296,4895,5.1,77.5,85100,30779,16731,29.4,666.1,0,754,8195,12.3,0.8,91.8,1.5,-3.2,26.1,0.3,1.4,0.2,0,2.5,2.1,93.7,59109,7339,728,19.8,0,0,0,0,0,49.6,745,0
Not John Kasich,207768,24.5,14.5,414,3482,61045,-2.4,82.2,19.2,2.53,49294,56034,22.6,62.8,114500,40471,23222,17.7,531.91,5676530,8225,125744,236.4,9.5,84.7,14.5,0.8,21.2,6.8,2.3,4.5,0.3,3.4,13.4,71.1,1825534,14995,10763,0,1.5,3.4,2.5,2.2,0,51,10175,1313822
Not John Kasich,6925,28.8,13.6,8,270,4148,-21.1,66.3,8.6,2.95,5745,6882,5.2,69.6,68800,35153,16021,21.4,565.13,0,779,17058,30.2,16.9,83.8,28.6,2.2,24.4,4.5,3.3,0.5,0.3,2.4,32.7,58.6,160591,9806,908,25.3,0,0,0,3.6,0,50.3,1055,0
Not John Kasich,12969,20.4,25.7,8,309,2394,-1.8,83,11,2.42,7023,9821,5.1,80,73800,30861,16714,27.9,604.44,0,1276,17264,28.6,1.4,87.6,3.4,-2.1,23.9,0.8,1,0.4,0,1.9,2.1,94,155959,8792,0,0,0,0,0,0,0,50.6,2092,0
Not John Kasich,12052,20.1,25.4,8,234,2024,-2,78.9,14.2,2.41,5135,6757,4.1,78.3,88100,29832,17403,21.1,606.41,0,1183,12394,20.4,0.8,84.5,1.3,0.8,25.5,0.4,0.8,0.4,0,1.8,1.8,95,108393,9100,1918,17.8,0,0,0,0,0,50.4,1342,32552
Not John Kasich,39958,23.9,16.6,87,1140,16689,2.3,82.4,16.1,2.45,16596,19676,8.2,69.3,75000,37435,20718,18.2,1039.21,3901892,2733,41639,40.1,2.1,86.1,4,-3.4,21.5,32.6,0.6,0.8,0.1,1.5,3.6,61.5,526384,12261,3612,27.4,0,0.7,10.5,0,0,51.4,3090,0
Not John Kasich,12534,19.7,24.6,3,338,3484,-4.2,81.4,13.6,2.4,7063,10341,9.5,78.1,86700,32517,18782,28.7,708.14,0,1259,17295,24.4,1.6,88,2.8,-2.6,24.5,0.5,0.9,0.4,0,1.9,3.1,93.5,152073,9238,1819,0,0,0,0,0,0,50.3,1901,50733
Not John Kasich,355688,25.3,10.7,1131,4934,79392,0.5,82.6,28.7,2.53,79214,89775,31.3,55.9,148800,41248,23264,20.6,941.97,3497554,14580,203065,215.6,11.6,75.2,18,8.7,20.7,3.5,1.5,2.6,2.5,2.6,16.2,72.2,2723279,13987,17653,22.4,1.5,1.2,0,4.4,0,49.9,12056,1328121
Not John Kasich,79764,23.8,15.1,116,1519,22276,-4.6,82.6,18.1,2.5,29632,33198,14.2,68.4,100100,42487,21793,22.8,1035.08,1168164,5198,77076,74.5,2.5,82.8,4.3,2,17.5,4.6,0.7,0.7,0.1,1.9,4.2,88.4,803511,10907,7525,17.2,0.6,0,1,0.7,0,51.1,6022,0
Not John Kasich,1311,21.9,21.2,0,138,1307,1,73.6,10.1,2.29,3070,3882,13.5,62.9,58400,28259,19087,19.3,586.79,0,393,7260,12.4,0.7,89.8,0.5,-4.9,24.3,26.9,0.3,0.2,0.1,1.7,1.5,69.5,64736,8451,391,24.6,0,0,0,0,0,52,581,90943
Not John Kasich,9171,25.1,17.1,1,307,4940,1,71.3,9.4,2.74,7917,9732,10.2,66.4,91200,35535,16992,20.4,929.98,449599,1159,22185,23.9,12.7,84.7,19.1,-1.1,22.7,2.1,1,1.6,0.1,1.4,18.9,76.1,109292,5001,1297,24.3,0,0,0,0,0,50.2,1426,5811
Not John Kasich,493980,18.1,12.5,762,5850,84425,2,91.2,40.5,2.43,96043,114060,37.4,54.1,167900,42149,24857,19.9,875.02,0,16536,247336,282.7,10.7,74.2,13.8,3.7,24.9,20.5,0.3,5.9,0.1,2.6,9.1,62.6,3152244,13124,20676,31.6,0,3.8,7.8,6.7,0,51.7,17015,0
Not John Kasich,19819,24.8,12.9,47,388,5150,0.6,80.1,10,3.01,8216,9620,3.7,79.7,124300,49236,19852,29.4,585.23,0,1181,27115,46.3,1,85.2,2.2,-0.1,17.3,13.5,0.4,0.7,0,1.6,2.4,81.9,180555,7052,1727,26.2,0,0,0,0,0,47.9,1979,0
Not John Kasich,480359,21.6,16.1,601,4380,56839,0.5,87,21.1,2.48,67561,100322,31.1,62.5,157600,47461,24498,21.3,758.46,1254295,12463,168852,222.6,4.9,79.6,6.3,6,14.7,11.3,0.8,2.3,0.1,3.1,5.7,77.7,2471968,15138,15465,29,0,0,0,2.7,0.3,50.2,22243,644966
Not John Kasich,37088,20.2,17.6,2,421,4067,-4.5,75.5,9.2,2.72,8857,10909,6.7,77.8,108000,40259,17749,27.1,293.96,0,1161,28520,97,2.5,87.2,2.9,-6.4,18.2,19.1,0.4,0.5,0.1,1.7,3.8,74.9,215629,7436,2106,0,0,0,0,0,0,45.6,2741,0
Not John Kasich,855503,18.7,22.6,1286,13084,161218,-0.9,90.2,26.3,2.44,220277,272297,23.1,73.5,144900,48039,27009,23.7,1015.66,6767571,39045,543376,535,8.7,85.4,10.1,2.5,13.5,10.7,0.5,2.4,0.1,2.5,9.3,75.8,6593988,12339,45939,30.4,0.4,2.9,6.1,5.3,0,51.2,68817,1852661
Not John Kasich,4209090,21.5,15.3,2462,57607,626529,1.2,87.8,29.9,2.67,663458,817277,47.8,65.9,181500,51251,28205,27.2,1209.79,7160772,225162,1748066,1444.9,31.5,83.3,37.8,6.9,14.3,28.9,0.4,3.7,0.1,2.1,27.5,39.8,30886257,17680,237524,29.8,0.5,3.7,16.4,22.1,0.1,51.4,92575,31411627
Not John Kasich,9289,20.8,17.3,8,191,1729,1.6,73.5,7.8,2.7,4696,5928,2.2,79,70000,32780,14675,28.8,567.33,0,767,14625,25.8,2.7,87.5,6,-0.6,23.5,13.6,1.3,0.8,0.2,2.2,5.8,76.8,64750,4791,1034,0,0,0,0,0,0,45.5,1598,0
Not John Kasich,178021,13,37.7,610,3692,35239,3.3,88.8,21.2,2.24,70545,101365,19.6,79,143700,44378,26286,23.3,680.28,0,11764,159978,235.2,9.7,84.1,11,5.3,12.6,6.2,0.3,1.4,0.1,1.5,6.7,84.7,1898114,12072,13987,26.4,0,0,0,0,0,51.3,24867,211715
Not John Kasich,109681,15,35.2,233,2665,26477,1.6,86,16.6,2.29,60319,77717,5.6,82.6,117400,39100,23148,25.9,581.7,0,8790,141236,242.8,4.8,88,5.9,-1.3,16.8,3.1,0.4,1.6,0,1.5,5.2,88.7,1405565,10051,12451,30.9,0,0,2.5,0,0,51.6,21097,0
Not John Kasich,213775,24.2,14.2,915,3596,36060,2.5,90.2,24,2.82,67805,77439,11.8,76.6,158600,59482,26577,32.1,604.36,0,11616,190865,315.8,6.6,85.3,9.8,4.7,9.8,10.9,0.5,3.2,0.2,2.9,9.2,74.8,2005718,10997,15242,28.8,0,4.2,6.3,4.5,0,50.8,26014,394349
Not John Kasich,1037152,18.3,29.4,3610,10622,108607,2,85.8,31.7,2.64,122972,203070,48.6,74.1,261300,55843,36439,23.6,1998.32,606697,34947,321520,160.9,22.9,84.8,31.6,8.5,14.1,7.2,0.5,1.4,0.1,1.1,26.7,64.3,5186468,16546,38309,26.8,0,1.8,3.3,15.5,0,50.8,30603,1649037
